ID,capture,SAT,titer
34,10,2,>2.2
34,10,3,1.85525980736693
34,11,1,2.01770872830223
34,11,2,1.8902700975867
34,11,3,1.58057739618285
34,12,1,1.84074311221137
34,12,2,>2.2
34,12,3,<1.3
34,13,1,2.2
34,13,2,2.1
34,13,3,1.6
34,14,1,2.4
34,14,2,2.3
34,14,3,1.8
34,15,1,2.1
34,15,2,1.9
34,15,3,<1.3
34,16,1,2.1
34,16,2,<1.3
34,16,3,1.8
34,17,1,2.2
34,17,2,2.4
34,17,3,2
35,1,1,>2.2
35,1,2,>2.2
35,1,3,1.95420695045726
35,3,1,>2.2
35,3,2,>2.2
35,3,3,1.81921739122748
35,4,1,>2.2
35,4,2,>2.2
35,4,3,1.7
35,5,1,>2.2
35,5,2,>2.2
35,5,3,1.75472973018155
35,6,1,1.7
35,6,2,2
35,6,3,1.7
35,7,1,>2.2
35,7,2,>2.2
35,7,3,>2.2
35,8,1,>2.2
35,8,2,>2.2
35,8,3,1.85567427622555
35,9,1,>2.2
35,9,2,>2.2
35,9,3,>2.2
35,10,1,>2.2
35,10,2,>2.2
35,10,3,1.47332861863675
35,11,1,>2.2
35,11,2,>2.2
35,11,3,1.6000075140848
35,12,1,>2.2
35,12,2,1.78530670136454
35,12,3,<1.3
35,13,1,2.4
35,13,2,1.9
35,13,3,<1.3
35,14,1,2.4
35,14,2,2.4
35,14,3,1.7
35,15,1,2.3
35,15,2,2
35,15,3,<1.3
35,16,1,2.4
35,16,2,<1.3
35,16,3,1.6
35,17,1,2.3
35,17,2,2.2
35,17,3,1.6
36,1,1,>2.2
